#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Food origin	Min-same	Min-diff	BioSample	Assembly	Computed types	SNP cluster	AMR genotypes	AMR genotypes core	IFSAC category	Source type	Host	K-mer group	Scientific name	AST phenotypes	Virulence genotypes	Stress genotypes	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Collected by	Collection date	Lat/Lon	N50	Length	Contigs	Library layout	Platform	Run	SRA Center	SRA release date	Species TaxID	Outbreak	Host disease	Level	Method	PFGE primary enzyme pattern	PFGE secondary enzyme pattern	TaxID	WGS prefix	WGS accession
E.coli and Shigella		"2023BK-00011","SRS19834219"		PDT002024864.1	2023-12-12T01:03:15Z	USA	urine	clinical		1	21	SAMN38765682	GCA_034297795.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,dfrA5=COMPLETE,erm(B)=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrS13=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,dfrA5=COMPLETE,erm(B)=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrS13=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		112027	5052700	158	PAIRED	ILLUMINA	SRR27178086	STATE OF ALASKA PUBLIC HEALTH LABORATORY	2023-12-11T23:08:06Z	562			Contig	SKESA v. 2.2			562	ABPJUM	ABPJUM000000000.1
E.coli and Shigella		"2023BB-00141","SRS19834495"		PDT002024882.1	2023-12-12T03:00:41Z	USA		clinical		1	18	SAMN38765945	GCA_034297455.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2022		136804	4866620	106	PAIRED	ILLUMINA	SRR27178441	CALIFORNIA DEPARTMENT OF PUBLIC HEALTH	2023-12-12T01:36:50Z	562			Contig	SKESA v. 2.2			562	ABPJTS	ABPJTS000000000.1
E.coli and Shigella		"2023DK-00348","SRS19871469"		PDT002030742.1	2023-12-15T19:02:57Z	USA	plasma	clinical		0	12	SAMN38857078	GCA_034417935.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		106800	4887154	125	PAIRED	ILLUMINA	SRR27222285	MASSACHUSETTS STATE PUBLIC HEALTH LAB	2023-12-15T16:56:05Z	562			Contig	SKESA v. 2.2			562	ABPLXI	ABPLXI000000000.1
E.coli and Shigella		"2023QW-00242","SRS19888830"		PDT002034537.1	2023-12-18T20:59:14Z	USA	environmental					SAMN38882265	GCA_034464645.1		PDS000063179.375	aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaNDM-5=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Canis lupus familiaris	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		111984	4832263	114	PAIRED	ILLUMINA	SRR27242614	MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES	2023-12-18T19:57:32Z	562			Contig	SKESA v. 2.2			562	ABPMMN	ABPMMN000000000.1
E.coli and Shigella		"2023QW-00245","SRS19888821"		PDT002034544.1	2023-12-18T20:59:15Z	USA	bile fluid	clinical		1	40	SAMN38882271	GCA_034465625.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		137113	4920110	108	PAIRED	ILLUMINA	SRR27242622	MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES	2023-12-18T19:57:31Z	562			Contig	SKESA v. 2.2			562	ABPMNM	ABPMNM000000000.1
E.coli and Shigella		"2023CB-00701","SRS19948874"		PDT002036938.1	2023-12-20T23:46:24Z	USA	urine	clinical		2	20	SAMN38982285	GCA_034575395.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		126190	4850322	105	PAIRED	ILLUMINA	SRR27305755	TXDSHS_ARLN	2023-12-20T22:33:56Z	562			Contig	SKESA v. 2.2			562	ABPPKS	ABPPKS000000000.1
E.coli and Shigella	Escherichia spp	"2023CR-00022","Escherichia spp","SRS19955974"		PDT002037224.1	2023-12-21T20:53:08Z	USA	wound	clinical		9	25	SAMN39048468	GCA_034571335.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-42=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-42=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		133137	4940144	131	PAIRED	ILLUMINA	SRR27313910	CITY OF HOUSTON	2023-12-21T19:29:55Z	562			Contig	SKESA v. 2.2			562	ABPPEG	ABPPEG000000000.1
E.coli and Shigella		"2023DK-00358","SRS19966736"		PDT002037999.1	2023-12-22T17:51:52Z	USA	urine	clinical		9	15	SAMN39078574	GCA_034563335.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		112027	4859153	127	PAIRED	ILLUMINA	SRR27325858	MASSACHUSETTS STATE PUBLIC HEALTH LAB	2023-12-22T16:59:57Z	562			Contig	SKESA v. 2.2			562	ABPORI	ABPORI000000000.1
E.coli and Shigella	2023HL-01078	"2023HL-01078","IDR2300066853-01-01","SRS19990141"		PDT002039863.1	2023-12-27T00:48:46Z	USA	urine	clinical		2	9	SAMN39124559	GCA_034663255.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		111984	4832133	142	PAIRED	ILLUMINA	SRR27351502	WADSWORTH CENTER - NYS DOH	2023-12-26T23:59:18Z	562			Contig	SKESA v. 2.2			562	ABPPZP	ABPPZP000000000.1
E.coli and Shigella	2023HL-01088	"2023HL-01088","IDR2300067079-01-00","SRS20001890"		PDT002040517.1	2023-12-27T17:48:17Z	USA	urine	clinical		21	35	SAMN39143664	GCA_034701185.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE,terB=COMPLETE,terC=COMPLETE,terD=COMPLETE,terE=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		118568	5127355	145	PAIRED	ILLUMINA	SRR27364182	WADSWORTH CENTER - NYS DOH	2023-12-27T16:22:22Z	562			Contig	SKESA v. 2.2			562	ABPQIB	ABPQIB000000000.1
E.coli and Shigella	2023EL-01243	"2023EL-01243","SRS19984965"		PDT002044506.1	2024-01-02T04:40:18Z	USA	blood	clinical		0	12	SAMN39121173	GCA_034930825.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merC=COMPLETE,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	NUCLEOTIDE	PRJNA288601		2023		107058	4849867	124						562			Contig	SPAdes v. 3.15.2			562	JAYGIT	JAYGIT000000000.1
E.coli and Shigella	2023EL-01242	"2023EL-01242","SRS19984964"		PDT002044507.1	2024-01-02T04:40:43Z	USA	urine	clinical		7	23	SAMN39121172	GCA_034930925.1		PDS000063179.375	aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaNDM-5=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	NUCLEOTIDE	PRJNA288601		2023		137059	4783198	103						562			Contig	SPAdes v. 3.15.2			562	JAYGIS	JAYGIS000000000.1
E.coli and Shigella		"2023JQ-00659","SRS20043194"		PDT002045994.1	2024-01-04T09:05:27Z	USA	urine	clinical		0	19	SAMN39244317	GCA_035079705.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCMY=PARTIAL,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		103122	5065296	130	PAIRED	ILLUMINA	SRR27410995	WASHINGTON STATE DEPARTMENT OF HEALTH	2024-01-04T06:54:35Z	562			Contig	SKESA v. 2.2			562	ABPSHM	ABPSHM000000000.1
E.coli and Shigella		"2023JQ-00634","SRS20043165"		PDT002046023.1	2024-01-04T09:05:34Z	USA	urine	clinical		1	17	SAMN39244291	GCA_035076985.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.11.26	2023-11-15.1	COMBINED	PRJNA288601		2023		125731	4888461	108	PAIRED	ILLUMINA	SRR27411024	WASHINGTON STATE DEPARTMENT OF HEALTH	2024-01-04T06:54:34Z	562			Contig	SKESA v. 2.2			562	ABPSEK	ABPSEK000000000.1
