#FILE	NUM_FOUND	NlpI_gi_218560235	afaC/draC/daaC_VFG045796	ag43-MS7163	ag43a_CFT073	cirA_AE016763_105	cjrC_UTI89_RS25305	csgE_gi_15801156	ecpC_gi_15799996	eitB_APECO1_RS26190	entS_gi_26246570	fecA_b4291	fepA_gi_26246561	fhuA_b0150	fhuE_b1102	fimD_gi_15804892	fiu_c0890	fliC(H4)_AJ536600.1	fyuA_gi_26248288	hbp/tsh_gi_3288154	hlyA_gi_386641997	hlyF_APECO1_O1CoBM189	hra1_AAC13751	ibeB_gi_4835717	iha_gi_78057505	ireA_gi_26250982	iroN_gi_26247124	iss_SPG000143	iutA_gi_26249458	nhaA_GeneID:944758	ompA_gi_7188818	ompT_SPG000077	papC_gi_26249425	papGII_AAN82031	pixC_gi_30524679	sisA_AE016766_93	sitA_gi_386618823	traJ_gi_150860	traT_SPG000097	uclC_ABE10308	upaC/ehaB_VFG045825	upaG/ehaG_beta	upaI_ECP_2276	yadV_b0140	yehC_b2110	yfcV_b2339	yqiH_c3793	znuB_AAC74929
ESC_GC0177AA_AS_abricate.tsv	20	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	99.93	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	100.00;100.00	.	.	.	99.76	100.00	.	100.00	.	100.00
ESC_GC0196AA_AS_abricate.tsv	19	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	99.93	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	.	100.00	.	100.00
ESC_GC0198AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC0205AA_AS_abricate.tsv	22	100.00	.	.	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC0228AA_AS_abricate.tsv	23	100.00	.	.	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC0236AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC0249AA_AS_abricate.tsv	22	100.00	.	.	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC0254AA_AS_abricate.tsv	23	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC0260AA_AS_abricate.tsv	23	100.00	.	100.00;100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	98.95	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC0290AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC1450AA_AS_abricate.tsv	20	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC1517AA_AS_abricate.tsv	23	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	99.93	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	99.83	80.46	.	.	.	99.76	100.00	.	100.00	.	100.00
ESC_GC1562AA_AS_abricate.tsv	22	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	99.93	.	.	.	.	99.96	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	99.76	100.00	.	100.00	.	100.00
ESC_GC1657AA_AS_abricate.tsv	26	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	100.00	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC1713AA_AS_abricate.tsv	21	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	99.93	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	.	100.00	.	100.00
ESC_GC1781AA_AS_abricate.tsv	21	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	99.93	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC1783AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	99.93	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC1959AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC1963AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2299AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2303AA_AS_abricate.tsv	24	100.00	.	88.64;100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2304AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2572AA_AS_abricate.tsv	22	100.00	.	.	.	99.40	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	97.54	.	.	.	99.10	100.00	100.00	100.00	.	100.00
ESC_GC2599AA_AS_abricate.tsv	23	100.00	.	97.04	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2604AA_AS_abricate.tsv	26	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	94.84	99.93	.	100.00	.	99.68	99.96	100.00	100.00	.	100.00	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2612AA_AS_abricate.tsv	22	100.00	.	95.12	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2730AA_AS_abricate.tsv	26	100.00	.	83.04	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2765AA_AS_abricate.tsv	24	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC2789AA_AS_abricate.tsv	30	100.00	.	98.88	98.89	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	94.84	99.93	.	100.00	.	99.68;99.68	99.96	100.00	100.00	100.00	100.00	.	.	100.00;100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC3464AA_AS_abricate.tsv	21	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC3775AA_AS_abricate.tsv	22	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC3778AA_AS_abricate.tsv	22	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC3840AA_AS_abricate.tsv	26	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	100.00	99.62	99.93	.	.	100.00	99.68;100.00	.	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC4015AA_AS_abricate.tsv	21	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	.	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC5590AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC6810AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC6816AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC6881AA_AS_abricate.tsv	21	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC6882AA_AS_abricate.tsv	23	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC7107AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC7134AA_AS_abricate.tsv	24	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	.	100.00	.	.	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC7338AA_AS_abricate.tsv	21	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC7506AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC8440AA_AS_abricate.tsv	23	100.00	.	88.64;88.64	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC8441AA_AS_abricate.tsv	23	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	98.95	.	99.83	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC8442AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC8462AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	.	99.96	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_GC9787AA_AS_abricate.tsv	22	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA1964AA_AS_abricate.tsv	23	100.00	.	97.04	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	100.00	100.00	100.00	.	.	.	.	100.00	.	.	98.77	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA1966AA_AS_abricate.tsv	23	100.00	.	97.04	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	100.00	100.00	100.00	.	.	.	.	100.00	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA2215AA_AS_abricate.tsv	21	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	99.93	.	.	.	88.03;99.68;97.41	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA3081AA_AS_abricate.tsv	27	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	.	100.00	.	99.93	.	.	100.00	99.68;100.00	99.96	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA3719AA_AS_abricate.tsv	23	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA3782AA_AS_abricate.tsv	26	100.00	.	100.00	.	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA3790AA_AS_abricate.tsv	26	100.00	.	100.00	.	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA5187AA_AS_abricate.tsv	22	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA5191AA_AS_abricate.tsv	24	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	99.93	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	99.83	100.00	.	.	.	99.76	100.00	99.86	100.00	100.00	100.00
ESC_HA5210AA_AS_abricate.tsv	25	100.00	.	100.00;100.00	.	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00	100.00	99.83	100.00;100.00	.	.	.	99.10	100.00	99.72	100.00	.	100.00
ESC_HA5534AA_AS_abricate.tsv	21	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA6306AA_AS_abricate.tsv	21	100.00	.	.	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA7064AA_AS_abricate.tsv	22	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	100.00	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA7184AA_AS_abricate.tsv	25	100.00	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	98.49;94.84	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00;100.00	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA7187AA_AS_abricate.tsv	26	100.00	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	94.84;98.49	99.93	100.00	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00;98.95;100.00	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA9546AA_AS_abricate.tsv	25	100.00	.	100.00	.	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	.	.	.	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA9547AA_AS_abricate.tsv	25	100.00	.	100.00	.	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	.	.	.	.	99.93	.	.	.	99.68	99.96	100.00	100.00	.	.	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA9600AA_AS_abricate.tsv	28	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	.	100.00	.	99.93	.	.	100.00	99.68;100.00	99.96	100.00	100.00	.	.	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HA9650AA_AS_abricate.tsv	26	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	.	100.00	.	.	.	.	.	.	99.93	100.00	100.00	.	99.68	99.96	100.00	100.00	.	100.00	.	.	100.00	100.00	99.83	100.00;100.00	.	.	.	91.53	100.00	100.00	100.00	.	100.00
ESC_HA9720AA_AS_abricate.tsv	25	100.00	.	.	.	100.00	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	94.84	99.93	.	100.00	.	99.68	99.96	100.00	100.00	.	100.00	.	.	100.00	100.00	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6080AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6081AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6083AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6084AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6086AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6087AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6088AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6092AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6093AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6094AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6095AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	86.34	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB6096AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
ESC_HB7227AA_AS_abricate.tsv	23	100.00	.	100.00	.	99.30	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	99.62	99.93	.	.	.	99.68	.	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	99.76	100.00	100.00	100.00	.	100.00
